2021-04-06 14:41:09 +0900,STEP-1.txt,28,60
2021-04-06 14:42:24 +0900,STEP-2.txt,46,60
2021-04-06 14:44:15 +0900,STEP-91.txt,28,60
2021-06-02 17:42:48 +0900,STEP-1.txt,55,60
2021-07-08 11:59:48 +0900,STEP-3.txt,23,60
2021-07-08 12:01:20 +0900,STEP-36.txt,16,60
2021-07-08 12:02:53 +0900,STEP-9.txt,15,60
2022-03-08 15:16:08 +0900,STEP-1.txt,57,60
2022-03-08 15:18:41 +0900,STEP-5.txt,38,60
2022-03-08 15:20:14 +0900,STEP-7.txt,48,60
2022-03-08 15:22:06 +0900,STEP-4.txt,1,60
2022-03-08 15:23:58 +0900,STEP-4.txt,44,60
2022-03-09 13:14:02 +0900,STEP-8.txt,35,60
2022-04-14 14:40:28 +0900,STEP-3.txt,12,60
2022-04-14 14:42:18 +0900,STEP-4.txt,40,60
2022-04-18 14:00:48 +0900,STEP-1.txt,4,60
2022-04-18 14:04:04 +0900,STEP-46.txt,47,60
2022-04-20 16:38:30 +0900,STEP-1.txt,50,60
2022-04-20 16:40:17 +0900,STEP-2.txt,51,60
2022-06-02 13:09:59 +0900,STEP-2.txt,15,60
2023-05-25 17:24:23 +0900,STEP-6.txt,50,60
2023-05-25 17:25:40 +0900,STEP-10.txt,55,60
2023-05-25 17:26:47 +0900,STEP-11.txt,39,60
2023-05-25 17:27:59 +0900,STEP-12.txt,44,60
2023-07-27 11:36:42 +0900,STEP-15.txt,36,60
2024-04-24 11:36:58 +0900,STEP-1.txt,60,60
2024-04-24 11:39:15 +0900,STEP-20.txt,48,60
2024-08-22 11:57:27 +0900,STEP-51.txt,46,60
2025-02-05 12:22:37 +0900,STEP-15.txt,42,60
2025-11-14 11:35:56 +0900,STEP-16.txt,44,60
2025-11-14 15:28:03 +0900,STEP-1.txt,0,60
2025-11-14 15:31:52 +0900,STEP-1.txt,0,60
2025-11-14 15:32:49 +0900,STEP-1.txt,0,60
2025-11-14 15:39:20 +0900,STEP-1.txt,0,60
2025-11-14 15:40:03 +0900,STEP-1.txt,0,60
2025-11-14 15:53:27 +0900,STEP-1.txt,0,60
